#x, y, size, angle, response, octave, class_id
34.000000, 7.000000, 31.000000, 42.189510, -0.000040, 0, -1
16.000000, 8.000000, 31.000000, 158.825363, -0.000008, 0, -1
38.000000, 10.000000, 31.000000, 358.323181, 0.000058, 0, -1
14.000000, 11.000000, 31.000000, 168.615952, 0.000275, 0, -1
17.000000, 12.000000, 31.000000, 149.056381, 0.000213, 0, -1
14.000000, 13.000000, 31.000000, 170.239319, 0.000256, 0, -1
20.000000, 17.000000, 31.000000, 125.266968, 0.000004, 0, -1
25.000000, 20.000000, 31.000000, 290.908051, -0.000009, 0, -1
30.000000, 23.000000, 31.000000, 351.781342, 0.000072, 0, -1
33.000000, 24.000000, 31.000000, 8.183963, 0.000483, 0, -1
30.000000, 26.000000, 31.000000, 1.544579, 0.000390, 0, -1
32.000000, 29.000000, 31.000000, 26.702475, -0.000016, 0, -1
9.000000, 30.000000, 31.000000, 209.563553, 0.000027, 0, -1
30.000000, 30.000000, 31.000000, 33.756237, -0.000013, 0, -1
12.000000, 32.000000, 31.000000, 181.058411, -0.000032, 0, -1
14.000000, 33.000000, 31.000000, 153.449051, -0.000033, 0, -1
26.000000, 33.000000, 31.000000, 73.047150, 0.000019, 0, -1
16.000000, 34.000000, 31.000000, 108.912933, 0.000015, 0, -1
21.000000, 36.000000, 31.000000, 82.439743, 0.000096, 0, -1
38.400002, 10.800000, 37.200001, 6.991325, 0.000024, 1, -1
13.200001, 12.000000, 37.200001, 167.722977, 0.000105, 1, -1
18.000000, 12.000000, 37.200001, 143.941467, 0.000103, 1, -1
20.400002, 16.800001, 37.200001, 203.494034, -0.000005, 1, -1
24.000000, 19.200001, 37.200001, 82.708244, -0.000012, 1, -1
30.000002, 22.800001, 37.200001, 20.773809, 0.000109, 1, -1
33.600002, 24.000000, 37.200001, 26.868645, 0.000255, 1, -1
28.800001, 26.400002, 37.200001, 6.603561, 0.000198, 1, -1
31.200001, 28.800001, 37.200001, 17.662872, 0.000063, 1, -1
9.600000, 30.000002, 37.200001, 143.206818, 0.000006, 1, -1
13.200001, 32.400002, 37.200001, 137.757767, -0.000028, 1, -1
26.400002, 32.400002, 37.200001, 56.788174, -0.000001, 1, -1
16.800001, 34.800003, 37.200001, 117.256226, 0.000036, 1, -1
37.440002, 10.080000, 44.640003, 10.648301, 0.000013, 2, -1
18.720001, 11.520000, 44.640003, 185.220581, 0.000061, 2, -1
14.400001, 12.960001, 44.640003, 179.830414, 0.000083, 2, -1
20.160000, 17.280001, 44.640003, 162.485992, -0.000003, 2, -1
23.040001, 18.720001, 44.640003, 81.119629, -0.000009, 2, -1
33.120003, 24.480001, 44.640003, 22.352880, 0.000137, 2, -1
27.360001, 25.920002, 44.640003, 43.999454, 0.000098, 2, -1
27.360001, 31.680000, 44.640003, 42.653770, -0.000003, 2, -1
14.400001, 33.120003, 44.640003, 123.417053, -0.000009, 2, -1
18.720001, 36.000000, 44.640003, 105.068832, 0.000040, 2, -1
13.824001, 12.096001, 53.568005, 191.198837, 0.000043, 3, -1
20.736002, 17.280003, 53.568005, 126.502319, 0.000001, 3, -1
24.192001, 19.008001, 53.568005, 70.900299, -0.000005, 3, -1
32.832005, 24.192001, 53.568005, 31.170050, 0.000062, 3, -1
25.920002, 25.920002, 53.568005, 64.494331, 0.000042, 3, -1
27.648003, 31.104004, 53.568005, 58.961708, 0.000007, 3, -1
19.008001, 36.288002, 53.568005, 92.642220, 0.000029, 3, -1
22.809603, 18.662403, 64.281609, 80.079437, -0.000001, 4, -1
33.177605, 24.883204, 64.281609, 42.856342, 0.000029, 4, -1
24.883204, 26.956804, 64.281609, 71.881668, 0.000026, 4, -1
16.588802, 35.251205, 64.281609, 82.563492, 0.000009, 4, -1
22.394886, 24.883205, 77.137939, 69.911026, 0.000012, 5, -1
32.348167, 24.883205, 77.137939, 48.956417, 0.000016, 5, -1
17.418243, 34.836487, 77.137939, 81.427734, 0.000007, 5, -1
32.845833, 23.887878, 92.565529, 46.032265, 0.000007, 6, -1
32.248638, 25.082273, 111.078636, 40.657635, 0.000004, 7, -1
