#x, y, size, angle, response, octave, class_id
38.400002, 46.800003, 37.200001, 79.710213, 0.000121, 1, -1
24.000000, 49.200001, 37.200001, 82.730888, 0.000074, 1, -1
25.200001, 51.600002, 37.200001, 90.000000, 0.000171, 1, -1
30.000002, 51.600002, 37.200001, 73.101791, 0.000113, 1, -1
27.600000, 52.800003, 37.200001, 79.998032, 0.000209, 1, -1
48.960003, 10.080000, 44.640003, 42.169147, -0.000046, 2, -1
23.040001, 11.520000, 44.640003, 158.723969, -0.000007, 2, -1
54.720001, 14.400001, 44.640003, 358.673492, 0.000056, 2, -1
20.160000, 15.840000, 44.640003, 168.538757, 0.000279, 2, -1
24.480001, 17.280001, 44.640003, 148.941528, 0.000217, 2, -1
20.160000, 18.720001, 44.640003, 170.149185, 0.000258, 2, -1
28.800001, 24.480001, 44.640003, 124.951920, 0.000007, 2, -1
36.000000, 28.800001, 44.640003, 294.792938, -0.000008, 2, -1
43.200001, 33.120003, 44.640003, 351.054565, 0.000062, 2, -1
47.520000, 34.560001, 44.640003, 7.485333, 0.000450, 2, -1
43.200001, 37.440002, 44.640003, 1.434218, 0.000393, 2, -1
46.080002, 41.760002, 44.640003, 26.404463, -0.000013, 2, -1
12.960001, 43.200001, 44.640003, 210.624680, 0.000028, 2, -1
43.200001, 43.200001, 44.640003, 33.432175, -0.000012, 2, -1
17.280001, 46.080002, 44.640003, 181.584503, -0.000029, 2, -1
20.160000, 47.520000, 44.640003, 153.344971, -0.000034, 2, -1
37.440002, 47.520000, 44.640003, 72.676849, 0.000019, 2, -1
23.040001, 48.960003, 44.640003, 108.126923, 0.000018, 2, -1
30.240002, 51.840004, 44.640003, 82.287903, 0.000098, 2, -1
55.296005, 15.552002, 53.568005, 6.831828, 0.000023, 3, -1
19.008001, 17.280003, 53.568005, 167.055908, 0.000107, 3, -1
25.920002, 17.280003, 53.568005, 143.673248, 0.000103, 3, -1
29.376003, 24.192001, 53.568005, 202.257492, -0.000006, 3, -1
34.560005, 27.648003, 53.568005, 77.072113, -0.000014, 3, -1
43.200005, 32.832005, 53.568005, 20.075619, 0.000118, 3, -1
48.384003, 34.560005, 53.568005, 25.997709, 0.000237, 3, -1
41.472004, 38.016003, 53.568005, 6.594236, 0.000197, 3, -1
44.928005, 41.472004, 53.568005, 17.308865, 0.000061, 3, -1
13.824001, 43.200005, 53.568005, 142.834717, 0.000007, 3, -1
19.008001, 46.656006, 53.568005, 137.472168, -0.000026, 3, -1
38.016003, 46.656006, 53.568005, 55.886009, -0.000002, 3, -1
34.560005, 48.384003, 53.568005, 76.252052, 0.000008, 3, -1
24.192001, 50.112003, 53.568005, 117.029312, 0.000039, 3, -1
53.913609, 14.515202, 64.281609, 10.344151, 0.000012, 4, -1
26.956804, 16.588802, 64.281609, 184.764038, 0.000062, 4, -1
20.736004, 18.662403, 64.281609, 179.453842, 0.000084, 4, -1
29.030403, 24.883204, 64.281609, 161.673935, -0.000004, 4, -1
33.177605, 26.956804, 64.281609, 79.371429, -0.000010, 4, -1
47.692806, 35.251205, 64.281609, 22.055891, 0.000131, 4, -1
39.398407, 37.324806, 64.281609, 43.605286, 0.000096, 4, -1
43.545605, 41.472008, 64.281609, 34.218018, 0.000073, 4, -1
39.398407, 45.619205, 64.281609, 42.362728, -0.000002, 4, -1
20.736004, 47.692806, 64.281609, 123.187714, -0.000007, 4, -1
26.956804, 51.840008, 64.281609, 104.697327, 0.000039, 4, -1
19.906565, 17.418243, 77.137939, 190.855499, 0.000044, 5, -1
29.859848, 24.883205, 77.137939, 126.010239, 0.000001, 5, -1
34.836487, 27.371527, 77.137939, 69.957397, -0.000005, 5, -1
47.278091, 34.836487, 77.137939, 30.871990, 0.000059, 5, -1
37.324810, 37.324810, 77.137939, 63.885811, 0.000040, 5, -1
39.813129, 44.789772, 77.137939, 58.499161, 0.000006, 5, -1
27.371527, 52.254734, 77.137939, 92.285210, 0.000029, 5, -1
32.845833, 26.873863, 92.565529, 78.760933, -0.000001, 6, -1
47.775757, 35.831818, 92.565529, 42.260807, 0.000027, 6, -1
35.831818, 38.817802, 92.565529, 71.129959, 0.000025, 6, -1
23.887878, 50.761742, 92.565529, 82.253738, 0.000009, 6, -1
32.248638, 35.831818, 111.078636, 68.896591, 0.000012, 7, -1
46.581364, 35.831818, 111.078636, 48.027878, 0.000015, 7, -1
25.082273, 50.164547, 111.078636, 80.811493, 0.000007, 7, -1
