#x, y, size, angle, response, octave, class_id
45.000000, 8.000000, 31.000000, 50.528034, -0.000079, 0, -1
47.000000, 9.000000, 31.000000, 43.299629, -0.000060, 0, -1
49.000000, 10.000000, 31.000000, 26.205963, -0.000063, 0, -1
23.000000, 12.000000, 31.000000, 211.132507, 0.000033, 0, -1
51.000000, 12.000000, 31.000000, 34.605793, 0.000018, 0, -1
53.000000, 13.000000, 31.000000, 31.047306, -0.000025, 0, -1
20.000000, 16.000000, 31.000000, 181.098206, 0.000862, 0, -1
23.000000, 16.000000, 31.000000, 176.673828, 0.000558, 0, -1
56.000000, 16.000000, 31.000000, 38.419914, 0.000273, 0, -1
20.000000, 18.000000, 31.000000, 170.426559, 0.001312, 0, -1
23.000000, 18.000000, 31.000000, 162.898697, 0.000854, 0, -1
25.000000, 22.000000, 31.000000, 132.887817, 0.000350, 0, -1
28.000000, 24.000000, 31.000000, 89.792137, 0.000244, 0, -1
33.000000, 27.000000, 31.000000, 207.298370, -0.000073, 0, -1
35.000000, 29.000000, 31.000000, 190.891449, 0.000111, 0, -1
39.000000, 31.000000, 31.000000, 247.932968, 0.000125, 0, -1
41.000000, 32.000000, 31.000000, 278.796692, -0.000024, 0, -1
43.000000, 33.000000, 31.000000, 302.229645, 0.000008, 0, -1
45.000000, 34.000000, 31.000000, 324.490326, 0.000244, 0, -1
49.000000, 36.000000, 31.000000, 349.687927, 0.001409, 0, -1
45.000000, 37.000000, 31.000000, 355.761292, 0.001200, 0, -1
8.000000, 38.000000, 31.000000, 228.315186, 0.000555, 0, -1
48.000000, 38.000000, 31.000000, 4.012584, 0.001455, 0, -1
45.000000, 41.000000, 31.000000, 47.339169, 0.000050, 0, -1
14.000000, 44.000000, 31.000000, 203.216858, 0.000417, 0, -1
42.000000, 44.000000, 31.000000, 85.064278, 0.000175, 0, -1
19.000000, 47.000000, 31.000000, 101.756317, 0.000163, 0, -1
38.000000, 47.000000, 31.000000, 85.320091, 0.000552, 0, -1
36.000000, 49.000000, 31.000000, 43.830696, 0.000488, 0, -1
24.000000, 50.000000, 31.000000, 87.537079, 0.000256, 0, -1
32.000000, 51.000000, 31.000000, 57.917095, 0.000348, 0, -1
28.000000, 52.000000, 31.000000, 74.815971, 0.000609, 0, -1
49.200001, 10.800000, 37.200001, 45.264782, -0.000088, 1, -1
24.000000, 12.000000, 37.200001, 164.686768, -0.000022, 1, -1
20.400002, 15.600000, 37.200001, 179.881958, 0.000388, 1, -1
55.200001, 15.600000, 37.200001, 37.522991, 0.000108, 1, -1
19.200001, 18.000000, 37.200001, 170.513916, 0.000422, 1, -1
24.000000, 18.000000, 37.200001, 163.309479, 0.000261, 1, -1
22.800001, 21.600000, 37.200001, 148.941803, 0.000087, 1, -1
27.600000, 24.000000, 37.200001, 112.752533, 0.000054, 1, -1
40.800003, 32.400002, 37.200001, 295.834564, -0.000033, 1, -1
49.200001, 36.000000, 37.200001, 353.178436, 0.000675, 1, -1
44.400002, 37.200001, 37.200001, 3.356636, 0.000730, 1, -1
8.400001, 39.600002, 37.200001, 233.088074, 0.000303, 1, -1
46.800003, 39.600002, 37.200001, 18.928339, 0.000320, 1, -1
45.600002, 42.000000, 37.200001, 36.085930, 0.000006, 1, -1
14.400001, 43.200001, 37.200001, 216.878082, 0.000193, 1, -1
43.200001, 43.200001, 37.200001, 54.348473, 0.000016, 1, -1
18.000000, 46.800003, 37.200001, 169.081757, -0.000002, 1, -1
