#x, y, size, angle, response, octave, class_id
59.000000, 8.000000, 31.000000, 53.827133, 0.002945, 0, -1
42.000000, 9.000000, 31.000000, 143.569946, 0.004026, 0, -1
63.000000, 10.000000, 31.000000, 32.316517, 0.004745, 0, -1
65.000000, 11.000000, 31.000000, 16.711227, 0.004437, 0, -1
39.000000, 12.000000, 31.000000, 180.150696, 0.005147, 0, -1
69.000000, 14.000000, 31.000000, 16.965097, 0.003337, 0, -1
36.000000, 15.000000, 31.000000, 263.896698, 0.005061, 0, -1
35.000000, 17.000000, 31.000000, 257.151031, 0.004984, 0, -1
73.000000, 17.000000, 31.000000, 35.991241, 0.004787, 0, -1
32.000000, 20.000000, 31.000000, 216.726898, 0.005572, 0, -1
77.000000, 20.000000, 31.000000, 38.067974, 0.004890, 0, -1
29.000000, 24.000000, 31.000000, 180.116318, 0.006777, 0, -1
81.000000, 24.000000, 31.000000, 44.587509, 0.003580, 0, -1
32.000000, 25.000000, 31.000000, 174.799500, 0.003963, 0, -1
28.000000, 27.000000, 31.000000, 164.654282, 0.005217, 0, -1
34.000000, 31.000000, 31.000000, 120.028931, 0.005246, 0, -1
37.000000, 32.000000, 31.000000, 83.369026, 0.005479, 0, -1
41.000000, 35.000000, 31.000000, 205.938034, 0.005153, 0, -1
46.000000, 38.000000, 31.000000, 317.420715, 0.004862, 0, -1
49.000000, 40.000000, 31.000000, 125.244904, 0.003724, 0, -1
53.000000, 42.000000, 31.000000, 298.175964, 0.004345, 0, -1
57.000000, 45.000000, 31.000000, 191.854416, 0.005234, 0, -1
60.000000, 47.000000, 31.000000, 234.779327, 0.003863, 0, -1
63.000000, 49.000000, 31.000000, 272.035797, 0.004213, 0, -1
65.000000, 49.000000, 31.000000, 298.150146, 0.005544, 0, -1
71.000000, 52.000000, 31.000000, 347.604584, 0.007859, 0, -1
11.000000, 55.000000, 31.000000, 220.702484, 0.002948, 0, -1
69.000000, 55.000000, 31.000000, 11.466340, 0.006164, 0, -1
12.000000, 58.000000, 31.000000, 203.378326, 0.003107, 0, -1
16.000000, 58.000000, 31.000000, 231.192795, 0.005323, 0, -1
66.000000, 59.000000, 31.000000, 51.288967, 0.003274, 0, -1
19.000000, 62.000000, 31.000000, 204.220154, 0.004805, 0, -1
64.000000, 62.000000, 31.000000, 82.491730, 0.004611, 0, -1
22.000000, 64.000000, 31.000000, 169.385391, 0.004184, 0, -1
61.000000, 64.000000, 31.000000, 108.341820, 0.005165, 0, -1
27.000000, 67.000000, 31.000000, 267.220032, 0.004979, 0, -1
29.000000, 68.000000, 31.000000, 263.216370, 0.003186, 0, -1
55.000000, 68.000000, 31.000000, 133.116119, 0.005606, 0, -1
33.000000, 71.000000, 31.000000, 80.016853, 0.002959, 0, -1
52.000000, 71.000000, 31.000000, 56.021446, 0.003695, 0, -1
36.000000, 73.000000, 31.000000, 73.154327, 0.004472, 0, -1
47.000000, 74.000000, 31.000000, 47.432354, 0.003790, 0, -1
43.000000, 75.000000, 31.000000, 64.229095, 0.005917, 0, -1
40.000000, 76.000000, 31.000000, 69.023056, 0.005699, 0, -1
43.200001, 8.400001, 37.200001, 131.816772, 0.001163, 1, -1
