#x, y, size, angle, response, octave, class_id
27.600000, 21.600000, 37.200001, 162.898697, 0.000854, 1, -1
30.000002, 26.400002, 37.200001, 132.887817, 0.000350, 1, -1
33.600002, 28.800001, 37.200001, 89.792137, 0.000244, 1, -1
39.600002, 32.400002, 37.200001, 207.298370, -0.000073, 1, -1
42.000000, 34.800003, 37.200001, 190.891449, 0.000111, 1, -1
46.800003, 37.200001, 37.200001, 247.932968, 0.000125, 1, -1
49.200001, 38.400002, 37.200001, 278.796692, -0.000024, 1, -1
51.600002, 39.600002, 37.200001, 302.229645, 0.000008, 1, -1
54.000004, 40.800003, 37.200001, 324.490326, 0.000244, 1, -1
58.800003, 43.200001, 37.200001, 349.687927, 0.001409, 1, -1
54.000004, 44.400002, 37.200001, 355.761292, 0.001200, 1, -1
9.600000, 45.600002, 37.200001, 228.315186, 0.000555, 1, -1
57.600002, 45.600002, 37.200001, 4.012584, 0.001455, 1, -1
54.000004, 49.200001, 37.200001, 47.339169, 0.000050, 1, -1
16.800001, 52.800003, 37.200001, 203.278641, 0.000417, 1, -1
50.400002, 52.800003, 37.200001, 85.064278, 0.000175, 1, -1
22.800001, 56.400002, 37.200001, 102.493515, 0.000163, 1, -1
45.600002, 56.400002, 37.200001, 85.294365, 0.000552, 1, -1
43.200001, 58.800003, 37.200001, 43.606499, 0.000488, 1, -1
28.800001, 60.000004, 37.200001, 87.503723, 0.000256, 1, -1
38.400002, 61.200001, 37.200001, 57.635971, 0.000348, 1, -1
33.600002, 62.400002, 37.200001, 74.679245, 0.000609, 1, -1
59.040001, 12.960001, 44.640003, 45.264782, -0.000088, 2, -1
28.800001, 14.400001, 44.640003, 164.686768, -0.000022, 2, -1
24.480001, 18.720001, 44.640003, 179.881958, 0.000388, 2, -1
66.240005, 18.720001, 44.640003, 37.522991, 0.000108, 2, -1
23.040001, 21.600000, 44.640003, 170.513916, 0.000422, 2, -1
28.800001, 21.600000, 44.640003, 163.309479, 0.000261, 2, -1
27.360001, 25.920002, 44.640003, 148.941803, 0.000087, 2, -1
33.120003, 28.800001, 44.640003, 112.752533, 0.000054, 2, -1
48.960003, 38.880001, 44.640003, 295.834564, -0.000033, 2, -1
59.040001, 43.200001, 44.640003, 353.178436, 0.000675, 2, -1
53.280003, 44.640003, 44.640003, 3.356636, 0.000730, 2, -1
10.080000, 47.520000, 44.640003, 233.088074, 0.000303, 2, -1
56.160004, 47.520000, 44.640003, 18.928339, 0.000320, 2, -1
54.720001, 50.400002, 44.640003, 36.085930, 0.000006, 2, -1
17.280001, 51.840004, 44.640003, 216.878082, 0.000193, 2, -1
51.840004, 51.840004, 44.640003, 54.348473, 0.000016, 2, -1
21.600000, 56.160004, 44.640003, 169.081757, -0.000002, 2, -1
46.080002, 56.160004, 44.640003, 79.710213, 0.000121, 2, -1
28.800001, 59.040001, 44.640003, 82.730888, 0.000074, 2, -1
30.240002, 61.920002, 44.640003, 90.000000, 0.000171, 2, -1
36.000000, 61.920002, 44.640003, 73.101791, 0.000113, 2, -1
33.120003, 63.360001, 44.640003, 79.998032, 0.000209, 2, -1
58.752007, 12.096001, 53.568005, 42.169147, -0.000046, 3, -1
27.648003, 13.824001, 53.568005, 158.723969, -0.000007, 3, -1
65.664009, 17.280003, 53.568005, 358.673492, 0.000056, 3, -1
24.192001, 19.008001, 53.568005, 168.538757, 0.000279, 3, -1
29.376003, 20.736002, 53.568005, 148.941528, 0.000217, 3, -1
24.192001, 22.464003, 53.568005, 170.149185, 0.000258, 3, -1
34.560005, 29.376003, 53.568005, 124.951920, 0.000007, 3, -1
43.200005, 34.560005, 53.568005, 294.792938, -0.000008, 3, -1
51.840004, 39.744003, 53.568005, 351.054565, 0.000062, 3, -1
57.024006, 41.472004, 53.568005, 7.485333, 0.000450, 3, -1
51.840004, 44.928005, 53.568005, 1.434218, 0.000393, 3, -1
55.296005, 50.112003, 53.568005, 26.390495, -0.000013, 3, -1
15.552002, 51.840004, 53.568005, 210.624680, 0.000028, 3, -1
51.840004, 51.840004, 53.568005, 33.426178, -0.000012, 3, -1
20.736002, 55.296005, 53.568005, 181.584503, -0.000029, 3, -1
24.192001, 57.024006, 53.568005, 153.344971, -0.000034, 3, -1
44.928005, 57.024006, 53.568005, 72.676849, 0.000019, 3, -1
27.648003, 58.752007, 53.568005, 108.126923, 0.000018, 3, -1
36.288002, 62.208008, 53.568005, 82.287903, 0.000098, 3, -1
66.355209, 18.662403, 64.281609, 7.208239, 0.000024, 4, -1
22.809603, 20.736004, 64.281609, 167.493500, 0.000106, 4, -1
31.104004, 20.736004, 64.281609, 143.765320, 0.000106, 4, -1
35.251205, 29.030403, 64.281609, 202.917603, -0.000004, 4, -1
41.472008, 33.177605, 64.281609, 81.343597, -0.000012, 4, -1
51.840008, 39.398407, 64.281609, 20.352882, 0.000104, 4, -1
58.060806, 41.472008, 64.281609, 26.262829, 0.000248, 4, -1
49.766407, 45.619205, 64.281609, 6.149017, 0.000201, 4, -1
53.913609, 49.766407, 64.281609, 17.398977, 0.000063, 4, -1
16.588802, 51.840008, 64.281609, 142.992920, 0.000007, 4, -1
22.809603, 55.987209, 64.281609, 137.651947, -0.000028, 4, -1
45.619205, 55.987209, 64.281609, 56.576859, -0.000001, 4, -1
29.030403, 60.134407, 64.281609, 117.109200, 0.000035, 4, -1
64.696335, 17.418243, 77.137939, 10.476059, 0.000012, 5, -1
32.348167, 19.906565, 77.137939, 184.707443, 0.000062, 5, -1
24.883205, 22.394886, 77.137939, 179.352448, 0.000083, 5, -1
34.836487, 29.859848, 77.137939, 161.219070, -0.000004, 5, -1
39.813129, 32.348167, 77.137939, 79.694702, -0.000010, 5, -1
57.231373, 42.301449, 77.137939, 22.026445, 0.000133, 5, -1
47.278091, 44.789772, 77.137939, 43.579117, 0.000098, 5, -1
52.254734, 49.766411, 77.137939, 34.202904, 0.000074, 5, -1
47.278091, 54.743053, 77.137939, 42.428883, -0.000003, 5, -1
24.883205, 57.231373, 77.137939, 123.077385, -0.000007, 5, -1
42.301449, 57.231373, 77.137939, 63.193295, 0.000004, 5, -1
32.348167, 62.208015, 77.137939, 104.778984, 0.000038, 5, -1
23.887878, 20.901894, 92.565529, 190.803101, 0.000044, 6, -1
35.831818, 29.859848, 92.565529, 125.752502, 0.000001, 6, -1
41.803787, 32.845833, 92.565529, 70.248886, -0.000005, 6, -1
56.733711, 41.803787, 92.565529, 31.034935, 0.000059, 6, -1
44.789772, 44.789772, 92.565529, 63.974911, 0.000041, 6, -1
32.845833, 62.705681, 92.565529, 92.152359, 0.000028, 6, -1
57.330910, 42.998184, 111.078636, 42.444992, 0.000028, 7, -1
42.998184, 46.581364, 111.078636, 71.213745, 0.000025, 7, -1
28.665455, 60.914093, 111.078636, 82.362579, 0.000008, 7, -1
