#x, y, size, angle, response, octave, class_id
41.000000, 9.000000, 31.000000, 45.783707, -0.000078, 0, -1
20.000000, 10.000000, 31.000000, 164.935898, -0.000020, 0, -1
44.000000, 11.000000, 31.000000, 34.461491, 0.000015, 0, -1
17.000000, 13.000000, 31.000000, 179.786346, 0.000386, 0, -1
46.000000, 13.000000, 31.000000, 37.949009, 0.000114, 0, -1
16.000000, 15.000000, 31.000000, 170.525162, 0.000418, 0, -1
20.000000, 15.000000, 31.000000, 163.673065, 0.000266, 0, -1
19.000000, 18.000000, 31.000000, 149.077667, 0.000089, 0, -1
23.000000, 20.000000, 31.000000, 113.538147, 0.000052, 0, -1
30.000000, 24.000000, 31.000000, 242.315033, -0.000009, 0, -1
41.000000, 30.000000, 31.000000, 353.164124, 0.000742, 0, -1
37.000000, 31.000000, 31.000000, 3.196749, 0.000708, 0, -1
7.000000, 33.000000, 31.000000, 232.709900, 0.000300, 0, -1
39.000000, 33.000000, 31.000000, 19.018728, 0.000319, 0, -1
38.000000, 35.000000, 31.000000, 36.246635, 0.000006, 0, -1
12.000000, 36.000000, 31.000000, 216.863129, 0.000193, 0, -1
36.000000, 36.000000, 31.000000, 54.442455, 0.000012, 0, -1
15.000000, 39.000000, 31.000000, 170.582413, -0.000003, 0, -1
32.000000, 39.000000, 31.000000, 80.278870, 0.000126, 0, -1
30.000000, 40.000000, 31.000000, 88.282997, 0.000135, 0, -1
20.000000, 41.000000, 31.000000, 83.440567, 0.000081, 0, -1
21.000000, 43.000000, 31.000000, 90.664345, 0.000184, 0, -1
25.000000, 43.000000, 31.000000, 72.691544, 0.000113, 0, -1
23.000000, 44.000000, 31.000000, 80.081116, 0.000223, 0, -1
40.800003, 8.400001, 37.200001, 42.730232, -0.000042, 1, -1
19.200001, 9.600000, 37.200001, 159.285583, -0.000011, 1, -1
45.600002, 12.000000, 37.200001, 1.106448, 0.000063, 1, -1
16.800001, 13.200001, 37.200001, 169.867905, 0.000266, 1, -1
20.400002, 14.400001, 37.200001, 150.095062, 0.000217, 1, -1
16.800001, 15.600000, 37.200001, 170.392044, 0.000265, 1, -1
24.000000, 20.400002, 37.200001, 122.142822, 0.000006, 1, -1
30.000002, 24.000000, 37.200001, 293.685730, 0.000011, 1, -1
36.000000, 27.600000, 37.200001, 350.074951, 0.000060, 1, -1
40.800003, 30.000002, 37.200001, 6.887194, 0.000418, 1, -1
36.000000, 31.200001, 37.200001, 359.323914, 0.000335, 1, -1
38.400002, 33.600002, 37.200001, 17.221769, 0.000159, 1, -1
10.800000, 36.000000, 37.200001, 214.192566, 0.000024, 1, -1
36.000000, 36.000000, 37.200001, 31.396664, -0.000022, 1, -1
14.400001, 38.400002, 37.200001, 185.927277, -0.000019, 1, -1
