#x, y, size, angle, response, octave, class_id
16.800001, 39.600002, 37.200001, 158.852020, -0.000028, 1, -1
31.200001, 39.600002, 37.200001, 71.829941, 0.000013, 1, -1
20.400002, 42.000000, 37.200001, 93.672394, 0.000071, 1, -1
25.200001, 43.200001, 37.200001, 83.017517, 0.000121, 1, -1
46.080002, 12.960001, 44.640003, 7.127770, 0.000026, 2, -1
21.600000, 14.400001, 44.640003, 143.843445, 0.000105, 2, -1
23.040001, 20.160000, 44.640003, 206.621857, 0.000003, 2, -1
30.240002, 24.480001, 44.640003, 48.104168, -0.000007, 2, -1
36.000000, 27.360001, 44.640003, 19.842640, 0.000085, 2, -1
40.320000, 28.800001, 44.640003, 25.699102, 0.000206, 2, -1
34.560001, 31.680000, 44.640003, 4.590566, 0.000175, 2, -1
37.440002, 34.560001, 44.640003, 15.906345, 0.000068, 2, -1
11.520000, 36.000000, 44.640003, 144.962952, 0.000006, 2, -1
34.560001, 37.440002, 44.640003, 37.474720, -0.000009, 2, -1
31.680000, 38.880001, 44.640003, 54.162743, -0.000002, 2, -1
20.160000, 41.760002, 44.640003, 117.697601, 0.000045, 2, -1
24.480001, 43.200001, 44.640003, 98.675415, 0.000088, 2, -1
44.928005, 12.096001, 53.568005, 10.651731, 0.000012, 3, -1
22.464003, 13.824001, 53.568005, 185.448364, 0.000059, 3, -1
17.280003, 15.552002, 53.568005, 180.205368, 0.000081, 3, -1
24.192001, 20.736002, 53.568005, 162.543976, -0.000002, 3, -1
29.376003, 24.192001, 53.568005, 49.294472, -0.000006, 3, -1
39.744003, 29.376003, 53.568005, 21.303150, 0.000106, 3, -1
32.832005, 31.104004, 53.568005, 42.380516, 0.000081, 3, -1
32.832005, 38.016003, 53.568005, 41.304867, -0.000004, 3, -1
17.280003, 39.744003, 53.568005, 121.984024, -0.000005, 3, -1
29.376003, 39.744003, 53.568005, 62.028404, 0.000003, 3, -1
20.736002, 43.200005, 53.568005, 111.628281, 0.000028, 3, -1
24.192001, 43.200005, 53.568005, 95.915199, 0.000051, 3, -1
16.588802, 14.515202, 64.281609, 191.787552, 0.000043, 4, -1
24.883204, 20.736004, 64.281609, 124.757629, 0.000002, 4, -1
29.030403, 22.809603, 64.281609, 68.197220, -0.000004, 4, -1
39.398407, 29.030403, 64.281609, 30.517708, 0.000050, 4, -1
31.104004, 31.104004, 64.281609, 62.992134, 0.000039, 4, -1
33.177605, 37.324806, 64.281609, 57.739059, 0.000005, 4, -1
22.809603, 43.545605, 64.281609, 91.104622, 0.000035, 4, -1
27.371527, 22.394886, 77.137939, 77.366028, -0.000001, 5, -1
39.813129, 29.859848, 77.137939, 41.996021, 0.000024, 5, -1
29.859848, 32.348167, 77.137939, 70.407616, 0.000024, 5, -1
19.906565, 42.301449, 77.137939, 81.332397, 0.000010, 5, -1
26.873863, 29.859848, 92.565529, 69.382431, 0.000012, 6, -1
38.817802, 29.859848, 92.565529, 48.298157, 0.000014, 6, -1
20.901894, 41.803787, 92.565529, 80.998993, 0.000008, 6, -1
39.415001, 28.665455, 111.078636, 45.252808, 0.000006, 7, -1
